,,,,,,,,,,,,,,,,,,,,,,,
Template ID,Meta Template Name,Library,Message Name,Category,Treatment,Objection,Trigger,Day,Header Type,Header Text,Meta Approved Body,CTA Type,CTA Value,Media Type,Media Asset ID,Variable Mapping,Objective,AI Personalization Inputs,AI Writing Rules,Workflow Exit Condition,Internal Notes,Meta Templates,Meta Mapping
MKT-L5-GEN-TRUST-01,mkt_l5_gen_trust_necessity_v1,Library 5,Why This Treatment?,Marketing,General Dentistry,Trust,Primary Objection = Trust,Day 2,Image,Blank,"""How do I know this treatment is actually necessary?""

Hi {{4}},

It's completely reasonable to ask that question.

At {{1}}, treatment is recommended only after assessing your dental condition and discussing the findings with you.

During your consultation, Dr. {{2}} explained:

{{8}}

Our goal is to recommend the treatment your teeth need, not more, and not less.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-GEN-TRUST-01,"{{1}}, {{2}}, {{4}}, {{8}}",Build confidence that the recommendation is based on clinical findings rather than unnecessary treatment.,• Always include {{8}}.• Never add unsupported clinical claims.• Never compare competitors.• Keep explanation concise.,Creative should show dentist explaining findings using an X-ray or intraoral image.,,,"""How do I know this treatment is actually necessary?""

Hi {{1}},

It's completely reasonable to ask that question.

At {{2}}, treatment is recommended only after assessing your dental condition and discussing the findings with you.

During your consultation, Dr. {{3}} explained:

{{4}}

Our goal is to recommend the treatment your teeth need, not more, and not less.

Team {{5}}
Dr. {{6}}","[4,1,2,8,1,2]"
MKT-L5-GEN-TRUST-02,mkt_l5_gen_trust_process_v1,Library 5,How Treatment Is Decided,Marketing,General Dentistry,Trust,No Response After Message 1,Day 5,Video,Blank,"""How is the right treatment decided?""

Hi {{4}},

Every patient's dental condition is different.

That's why Dr. {{2}} explains the findings, discusses suitable treatment options and answers your questions before you decide.

The right treatment begins with understanding your individual needs.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-GEN-MASTER-TRUST,"{{1}}, {{2}}, {{4}}",Build trust through transparency and education.,• Focus on consultation process.• Never imply there is only one treatment option.• Stay educational.,Doctor explaining diagnosis and treatment planning.,,,"""How is the right treatment decided?""

Hi {{1}},

Every patient's dental condition is different.

That's why Dr. {{2}} explains the findings, discusses suitable treatment options and answers your questions before you decide.

The right treatment begins with understanding your individual needs.

Team {{3}}
Dr. {{4}}","[4,2,1,2]"
MKT-L5-GEN-TRUST-03,mkt_l5_gen_trust_secondopinion_v1,Library 5,Ask Before You Decide,Marketing,General Dentistry,Trust,No Response After Message 2,Day 8,Image,Blank,"""It's okay to ask questions before saying yes to treatment.""

Hi {{4}},

If another opinion helps you feel more confident, we completely respect that.

When comparing recommendations, try to understand why the treatment has been suggested and how it supports your long-term oral health.

An informed decision is always the right decision.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-GEN-TRUST-02,"{{1}}, {{2}}, {{4}}","Reinforce ethical, patient-first care.",• Respect second opinions.• Never pressure the patient.• Maintain an ethical tone.,Creative focused on patient education and trust.,,,"""It's okay to ask questions before saying yes to treatment.""

Hi {{1}},

If another opinion helps you feel more confident, we completely respect that.

When comparing recommendations, try to understand why the treatment has been suggested and how it supports your long-term oral health.

An informed decision is always the right decision.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-GEN-FEAR-01,mkt_l5_gen_fear_expectation_v1,Library 5,Knowing What to Expect,Marketing,General Dentistry,Fear,Primary Objection = Fear,Day 2,Image,Blank,"""What should I expect during {{5}}?""

Hi {{4}},

Not knowing what to expect is one of the most common reasons patients postpone treatment.

Before beginning {{5}}, Dr. {{2}} will explain the procedure, answer your questions and ensure you're comfortable with the treatment plan.

Understanding the process often makes the decision much easier.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-GEN-FEAR-01,"{{1}}, {{2}}, {{4}}, {{5}}",Reduce anxiety by explaining the treatment journey.,• Never promise painless treatment.• Use reassuring language.• Avoid technical jargon.,Creative should show a calm consultation before treatment.,,,"""What should I expect during {{1}}?""

Hi {{2}},

Not knowing what to expect is one of the most common reasons patients postpone treatment.

Before beginning {{3}}, Dr. {{4}} will explain the procedure, answer your questions and ensure you're comfortable with the treatment plan.

Understanding the process often makes the decision much easier.

Team {{5}}
Dr. {{6}}","[5,4,5,2,1,2]"
MKT-L5-GEN-FEAR-02,mkt_l5_gen_fear_anxiety_v1,Library 5,Feeling Nervous Is Normal,Marketing,General Dentistry,Fear,No Response After Message 1,Day 5,Video,Blank,"""What if I am feeling nervous about dental treatment?""

Hi {{4}},

Feeling nervous before any dental treatment is completely normal.

Knowing what will happen during your visit often helps patients feel much more relaxed and confident.

Sometimes a simple conversation is all it takes to feel comfortable.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-GEN-MASTER-FEAR,"{{1}}, {{2}}, {{4}}",Normalize dental anxiety and reduce uncertainty.,• Never dismiss patient fears.• Encourage questions.• Supportive tone.,Doctor speaking about helping anxious patients.,,,"""What if I am feeling nervous about dental treatment?""

Hi {{1}},

Feeling nervous before any dental treatment is completely normal.

Knowing what will happen during your visit often helps patients feel much more relaxed and confident.

Sometimes a simple conversation is all it takes to feel comfortable.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-GEN-FEAR-03,mkt_l5_gen_fear_confidence_v1,Library 5,More Comfortable Than Expected,Marketing,General Dentistry,Fear,No Response After Message 2,Day 8,Image,Blank,"""Most patients feel much more comfortable than they expected.""

Hi {{4}},

Almost everyone feels a little uncertain before treatment.

Many patients later tell us that the experience was easier than they had imagined because they knew what to expect beforehand.

If you still have questions, we'd be happy to answer them.

Confidence often begins with understanding.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-GEN-FEAR-02,"{{1}}, {{2}}, {{3}}, {{4}}",End fear journey with reassurance and an invitation to discuss concerns.,• Never guarantee a pain-free experience.• Encourage communication.• Warm tone.,Creative should show a relaxed patient after treatment.,,,"""Most patients feel much more comfortable than they expected.""

Hi {{1}},

Almost everyone feels a little uncertain before treatment.

Many patients later tell us that the experience was easier than they had imagined because they knew what to expect beforehand.

If you still have questions, we'd be happy to answer them.

Confidence often begins with understanding.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-GEN-URG-01,mkt_l5_gen_urg_wait_v1,Library 5,Can It Wait?,Marketing,General Dentistry,No Urgency,Primary Objection = No Urgency,Day 2,Image,Blank,"""It's not bothering me much... can I wait?""

Hi {{4}},

Many dental problems don't cause continuous discomfort in the beginning.

However, waiting until symptoms become more noticeable may sometimes increase the treatment needed later.

Taking care of a concern early often keeps treatment simpler.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-GEN-URG-01,"{{1}}, {{2}}, {{4}}",Explain why absence of pain doesn't always mean treatment can be delayed.,• Never use fear tactics.• Educational tone.• Keep message balanced.,Educational progression graphic.,,,"""It's not bothering me much... can I wait?""

Hi {{1}},

Many dental problems don't cause continuous discomfort in the beginning.

However, waiting until symptoms become more noticeable may sometimes increase the treatment needed later.

Taking care of a concern early often keeps treatment simpler.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-GEN-URG-02,mkt_l5_gen_urg_timing_v1,Library 5,Does Timing Matter?,Marketing,General Dentistry,No Urgency,No Response After Message 1,Day 5,Video,Blank,"""Does waiting a few months really make a difference?""

Hi {{4}},

Depending on your dental condition, delaying treatment may sometimes allow the problem to progress.

If you're unsure about the recommended timing, we'd be happy to discuss it with you.

The right timing often helps preserve your natural teeth and gums.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-GEN-MASTER-URG,"{{1}}, {{2}}, {{3}}, {{4}}",Explain the importance of timely treatment without pressure.,• Stay educational.• Never exaggerate progression.• Invite discussion.,Doctor explaining why timing matters.,,,"""Does waiting a few months really make a difference?""

Hi {{1}},

Depending on your dental condition, delaying treatment may sometimes allow the problem to progress.

If you're unsure about the recommended timing, we'd be happy to discuss it with you.

The right timing often helps preserve your natural teeth and gums.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-GEN-URG-03,mkt_l5_gen_urg_prevention_v1,Library 5,Healthy Smiles Start Early,Marketing,General Dentistry,No Urgency,No Response After Message 2,Day 8,Image,Blank,"""Healthy smiles are usually protected one small step at a time.""

Hi {{4}},

Whenever you're ready to review your treatment plan or ask more questions, we're here to help.

Small decisions today often help prevent bigger dental concerns tomorrow.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-GEN-URG-02,"{{1}}, {{2}}, {{3}}, {{4}}",End the journey with prevention-focused encouragement.,• Avoid guilt or pressure.• Keep tone aspirational and supportive.,Creative should emphasize preventive dental care.,,,"""Healthy smiles are usually protected one small step at a time.""

Hi {{1}},

Whenever you're ready to review your treatment plan or ask more questions, we're here to help.

Small decisions today often help prevent bigger dental concerns tomorrow.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-GEN-SO-01,mkt_l5_gen_so_compare_v1,Library 5,Comparing Recommendations,Marketing,General Dentistry,Second Opinion,Primary Objection = Second Opinion,Day 2,Image,Blank,"""How do I compare different treatment recommendations?""

Hi {{4}},

That's a thoughtful question.

If you'd like another opinion before deciding, we completely respect that.

When comparing recommendations, try to understand the reason behind the treatment, not just the treatment itself.

The best decisions are based on understanding, not uncertainty.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-GEN-SO-01,"{{1}}, {{2}}, {{4}}",Encourage informed comparison rather than price-based comparison.,• Respect second opinions.• Stay neutral.• No competitor references.,Educational comparison creative.,,,"""How do I compare different treatment recommendations?""

Hi {{1}},

That's a thoughtful question.

If you'd like another opinion before deciding, we completely respect that.

When comparing recommendations, try to understand the reason behind the treatment, not just the treatment itself.

The best decisions are based on understanding, not uncertainty.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-GEN-SO-02,mkt_l5_gen_so_difference_v1,Library 5,Why Recommendations Differ,Marketing,General Dentistry,Second Opinion,No Response After Message 1,Day 5,Video,Blank,"""Why have different dentists suggested different treatments?""

Hi {{4}},

Different dentists may recommend different approaches depending on their clinical findings and your individual dental condition.

Don't hesitate to ask why {{5}} has been recommended and how it compares with other suitable options.

Understanding the reason behind a recommendation is just as important as understanding the treatment itself.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-GEN-MASTER-SO,"{{1}}, {{2}}, {{4}}, {{5}}",Explain why recommendations can legitimately vary.,• Educational tone.• Never imply others are wrong.• Mention {{5}} naturally.,Doctor discussing individualized treatment planning.,,,"""Why have different dentists suggested different treatments?""

Hi {{1}},

Different dentists may recommend different approaches depending on their clinical findings and your individual dental condition.

Don't hesitate to ask why {{2}} has been recommended and how it compares with other suitable options.

Understanding the reason behind a recommendation is just as important as understanding the treatment itself.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
MKT-L5-GEN-SO-03,mkt_l5_gen_so_decision_v1,Library 5,Make an Informed Decision,Marketing,General Dentistry,Second Opinion,No Response After Message 2,Day 8,Image,Blank,"""Choose the treatment that's right for your oral health, and not simply the quickest option.""

Hi {{4}},

Whether you choose {{1}} or another clinic, our hope is that you make a decision based on what's best for your long-term oral health.

Thank you for giving us the opportunity to be part of your care.

A healthy smile begins with informed decisions.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-GEN-SO-02,"{{1}}, {{2}}, {{4}}",End the journey with confidence and respect for patient choice.,• Never pressure the patient.• Respect their decision.• Premium ethical tone.,Creative showing doctor-patient discussion and informed choice.,,,"""Choose the treatment that's right for your oral health, and not simply the quickest option.""

Hi {{1}},

Whether you choose {{2}} or another clinic, our hope is that you make a decision based on what's best for your long-term oral health.

Thank you for giving us the opportunity to be part of your care.

A healthy smile begins with informed decisions.

Team {{3}}
Dr. {{4}}","[4,1,1,2]"
MKT-L6-RCT-01,mkt_l6_rct_education_v1,Library 6,Root Canal Education Video,Utility,Root Canal Treatment,NA,Doctor recommends Root Canal Treatment,Day 0,Video,Blank,"One tooth. One treatment. Hundreds of misconceptions.

Hi {{4}},

During your consultation, Dr. {{2}} recommended {{5}}.

To help you better understand the treatment, Dr. {{2}} has shared a short educational video. We hope it gives you greater clarity and helps you make a confident, informed decision.

If you have any questions after watching it, simply reply to this message or call us on {{3}}.

We're always happy to help.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-L6-RCT,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Educate patients and improve understanding of Root Canal Treatment before the next follow-up.,"Mention treatment naturally. Do not mention objections, pricing or urgency. Maintain educational tone.",Educational video introducing Root Canal Treatment.,,,"One tooth. One treatment. Hundreds of misconceptions.

Hi {{1}},

During your consultation, Dr. {{2}} recommended {{3}}.

To help you better understand the treatment, Dr. {{4}} has shared a short educational video. We hope it gives you greater clarity and helps you make a confident, informed decision.

If you have any questions after watching it, simply reply to this message or call us on {{5}}.

We're always happy to help.

Team {{6}}
Dr. {{7}}","[4,2,5,2,3,1,2]"
MKT-L6-IMP-01,mkt_l6_imp_education_v1,Library 6,Implant Education Video,Utility,Dental Implant,NA,Doctor recommends Implant,Day 0,Video,Blank,"A missing tooth changes more than your smile. It changes how your mouth works.

Hi {{4}},

During your consultation, Dr. {{2}} recommended {{5}}.

To help you better understand the treatment, Dr. {{2}} has shared a short educational video. We hope it helps you make a confident and informed decision.

If you have any questions afterwards, simply reply to this message or call us on {{3}}.

We are here whenever you need us.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-L6-IMP,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Improve patient understanding of implant treatment.,Educational tone only. Never create urgency.,Implant educational video.,,,"A missing tooth changes more than your smile. It changes how your mouth works.

Hi {{1}},

During your consultation, Dr. {{2}} recommended {{3}}.

To help you better understand the treatment, Dr. {{4}} has shared a short educational video. We hope it helps you make a confident and informed decision.

If you have any questions afterwards, simply reply to this message or call us on {{5}}.

We are here whenever you need us.

Team {{6}}
Dr. {{7}}","[4,2,5,2,3,1,2]"
MKT-L6-ORT-01,mkt_l6_ort_education_v1,Library 6,Braces / Aligners Education Video,Utility,Braces / Aligners,NA,Doctor recommends Braces / Aligners,Day 0,Video,Blank,"Your smile changes little by little, but the confidence often comes much sooner.

Hi {{4}},

During your consultation, Dr. {{2}} recommended {{5}}.

To help you better understand the treatment, Dr. {{2}} has shared a short educational video. We hope it helps you feel informed and confident about your smile journey.

If anything comes to mind after watching it, simply reply to this message or call us on {{3}}.

We are always happy to guide you.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-L6-ORT,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Increase confidence by educating patients about orthodontic treatment.,Keep optimistic tone. Avoid promising timelines or outcomes.,Orthodontic education video.,,,"Your smile changes little by little, but the confidence often comes much sooner.

Hi {{1}},

During your consultation, Dr. {{2}} recommended {{3}}.

To help you better understand the treatment, Dr. {{4}} has shared a short educational video. We hope it helps you feel informed and confident about your smile journey.

If anything comes to mind after watching it, simply reply to this message or call us on {{5}}.

We are always happy to guide you.

Team {{6}}
Dr. {{7}}","[4,2,5,2,3,1,2]"
MKT-L6-CB-01,mkt_l6_cb_education_v1,Library 6,Crowns & Bridges Education Video,Utility,Crowns & Bridges,NA,Doctor recommends Crown / Bridge,Day 0,Video,Blank,"Many people don't realise why a damaged tooth often needs more than just a filling.

Hi {{4}},

During your consultation, Dr. {{2}} recommended {{5}}.

To help you better understand the treatment, Dr. {{2}} has shared a short educational video. We hope it gives you greater clarity before making your decision.

If you'd like to discuss your treatment afterwards, simply reply to this message or call us on {{3}}.

We are here to support you at every step.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-L6-CB,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Help patients understand restorative treatment.,Educational only. Avoid assuming previous RCT or other treatment.,Crown & Bridge education video.,,,"Many people don't realise why a damaged tooth often needs more than just a filling.

Hi {{1}},

During your consultation, Dr. {{2}} recommended {{3}}.

To help you better understand the treatment, Dr. {{4}} has shared a short educational video. We hope it gives you greater clarity before making your decision.

If you'd like to discuss your treatment afterwards, simply reply to this message or call us on {{5}}.

We are here to support you at every step.

Team {{6}}
Dr. {{7}}","[4,2,5,2,3,1,2]"
MKT-L6-VEN-01,mkt_l6_ven_education_v1,Library 6,Veneers Education Video,Utility,Veneers,NA,Doctor recommends Veneers,Day 0,Video,Blank,"The best smile transformations are the ones that still look completely natural.

Hi {{4}},

During your consultation, Dr. {{2}} recommended {{5}}.

To help you better understand the treatment, Dr. {{2}} has shared a short educational video. We hope it helps you make a confident and informed decision about your smile.

If you have any questions afterwards, simply reply to this message or call us on {{3}}.

We will be happy to help you choose what's right for your smile.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-L6-VEN,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Educate cosmetic patients before they decide.,Never promise cosmetic perfection. Keep premium and educational.,Veneers education video.,,,"The best smile transformations are the ones that still look completely natural.

Hi {{1}},

During your consultation, Dr. {{2}} recommended {{3}}.

To help you better understand the treatment, Dr. {{4}} has shared a short educational video. We hope it helps you make a confident and informed decision about your smile.

If you have any questions afterwards, simply reply to this message or call us on {{5}}.

We will be happy to help you choose what's right for your smile.

Team {{6}}
Dr. {{7}}","[4,2,5,2,3,1,2]"
MKT-L6-GEN-01,mkt_l6_gen_education_v1,Library 6,General Dentistry Education Video,Utility,General Dentistry,NA,Doctor recommends General Dental Treatment,Day 0,Video,Blank,"Your teeth often give small warning signs long before bigger problems appear.

Hi {{4}},

During your consultation, Dr. {{2}} recommended {{5}}.

To help you better understand the treatment, Dr. {{2}} has shared a short educational video. We hope it helps you make an informed decision about your oral health.

If you have any questions after watching it, simply reply to this message or call us on {{3}}.

We are always here if you need any guidance.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-L6-GEN,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Improve understanding of commonly recommended dental treatments.,Educational and reassuring tone. Avoid creating unnecessary concern.,General dentistry education video.,,,"Your teeth often give small warning signs long before bigger problems appear.

Hi {{1}},

During your consultation, Dr. {{2}} recommended {{3}}.

To help you better understand the treatment, Dr. {{4}} has shared a short educational video. We hope it helps you make an informed decision about your oral health.

If you have any questions after watching it, simply reply to this message or call us on {{5}}.

We are always here if you need any guidance.

Team {{6}}
Dr. {{7}}","[4,2,5,2,3,1,2]"
MKT-L7-001,mkt_l7_patient_experience_v1,Library 7,Patient Experience Video,Trust Building,All Treatments,Dynamic,Scheduled Trust Building,Dynamic,Video,Blank,"Every treatment has a story, and sometimes hearing someone else's journey brings the clarity you're looking for.

Hi {{4}},

During your consultation, Dr. {{2}} recommended {{5}}.

To help you better understand what the treatment journey can look like, Dr. {{2}} has shared a short patient experience related to {{5}}.

We hope it gives you greater clarity and confidence as you consider your treatment options.

If you have any questions after watching it, simply reply to this message or call us on {{3}}.

We are always here if you need any guidance.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,Dynamic,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Build trust by sharing a relevant patient experience that helps the patient better understand the treatment journey and make a more informed decision.,"Based on {{5}}, automatically select the corresponding patient experience video. Always refer to it as a ""patient experience"" or ""treatment journey""—never as a testimonial. The message should remain educational, supportive and authentic. Never imply that another patient's outcome guarantees similar results.","Make.com should automatically map the appropriate patient experience video according to the recommended treatment. This single template replaces separate templates for individual treatments, reducing Meta template count while maintaining personalization.",,,"Every treatment has a story, and sometimes hearing someone else's journey brings the clarity you're looking for.

Hi {{1}},

During your consultation, Dr. {{2}} recommended {{3}}.

To help you better understand what the treatment journey can look like, Dr. {{4}} has shared a short patient experience related to {{5}}.

We hope it gives you greater clarity and confidence as you consider your treatment options.

If you have any questions after watching it, simply reply to this message or call us on {{6}}.

We are always here if you need any guidance.

Team {{7}}
Dr. {{8}}","[4,2,5,2,5,3,1,2]"
MKT-L10-001,mkt_l10_appointment_confirmation_v1,Library 10,Appointment Confirmation Reminder,Appointment Reminder,All Treatments,NA,Appointment Booked,Day 0,None,Blank,"Your appointment is confirmed, and we look forward to welcoming you.

Hi {{4}},

Your appointment with Dr. {{2}} at {{1}} has been successfully scheduled.
📅 Date: {{10}}
🕒 Time: {{11}}

If you need to reschedule or have any questions before your visit, simply reply to this message or call us on {{3}}.

Thank you for choosing {{1}}. 

We will do our best to make your visit comfortable and smooth.

Team {{1}}
Dr. {{2}}",Phone,{{3}},None,NA,"{{1}}, {{2}}, {{3}}, {{4}}, {{10}}, {{11}}",Confirm the patient's appointment and reduce uncertainty immediately after booking.,"Always include patient name, appointment date and time. Never include treatment details unless specifically required. Keep the tone warm, professional and reassuring.",Triggered immediately after appointment booking is confirmed.,,,"Your appointment is confirmed, and we look forward to welcoming you.

Hi {{1}},

Your appointment with Dr. {{2}} at {{3}} has been successfully scheduled.
📅 Date: {{4}}
🕒 Time: {{5}}

If you need to reschedule or have any questions before your visit, simply reply to this message or call us on {{6}}.

Thank you for choosing {{7}}. 

We will do our best to make your visit comfortable and smooth.

Team {{8}}
Dr. {{9}}","[4,2,1,10,11,3,1,1,2]"
MKT-L10-002,mkt_l10_nextday_reminder_v1,Library 10,Next-Day Appointment Reminder,Appointment Reminder,All Treatments,NA,One Day Before Appointment,1 Day Before Appointment,None,Blank,"Just a quick reminder. We are looking forward to seeing you tomorrow.

Hi {{4}},

This is a friendly reminder about your appointment with Dr. {{2}} at {{1}} tomorrow.
📅 Date: {{10}}
🕒 Time: {{11}}

If you need any assistance before your visit or expect to be delayed, please let us know on {{3}}.

We look forward to welcoming you and wish you a safe journey to the clinic.

Team {{1}}
Dr. {{2}}",Phone,{{3}},None,NA,"{{1}}, {{2}}, {{3}}, {{4}}, {{10}}, {{11}}",Reduce no-shows by reminding patients about their upcoming appointment while providing an easy way to communicate changes.,"Always include patient name, appointment date and time. Keep the message concise and courteous. Never create urgency or pressure.",Automatically triggered one day before the scheduled appointment.,,,"Just a quick reminder. We are looking forward to seeing you tomorrow.

Hi {{1}},

This is a friendly reminder about your appointment with Dr. {{2}} at {{3}} tomorrow.
📅 Date: {{4}}
🕒 Time: {{5}}

If you need any assistance before your visit or expect to be delayed, please let us know on {{6}}.

We look forward to welcoming you and wish you a safe journey to the clinic.

Team {{7}}
Dr. {{8}}","[4,2,1,10,11,3,1,2]"
MKT-L11-001,mkt_l11_aftercare_pdf_v1,Library 11,Treatment Completion & After Care,Utility,All Treatments,NA,Treatment Completed,Day 0,Document,Blank,"Your treatment is complete. Now it's time to focus on a smooth recovery.

Hi {{4}},

Thank you for visiting {{1}} today. Dr. {{2}} has shared an After care guide for your {{5}} to help you recover comfortably over the next few days.

Please keep it handy and follow the instructions carefully.

If anything doesn't feel right or you have any questions, simply reply to this message or call us on {{3}}.

Wishing you a comfortable and speedy recovery.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Document (PDF),Dynamic,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Deliver the correct after-care guide immediately after treatment and reduce unnecessary emergency calls.,Automatically attach the treatment-specific after-care PDF based on {{5}}. Never include treatment instructions inside the message itself. Keep the tone reassuring and supportive.,"Make.com should dynamically map the correct PDF (RCT, Implant, Extraction, Crown, Veneers, Braces, General Dentistry, etc.).",,,"Your treatment is complete. Now it's time to focus on a smooth recovery.

Hi {{1}},

Thank you for visiting {{2}} today. Dr. {{3}} has shared an After care guide for your {{4}} to help you recover comfortably over the next few days.

Please keep it handy and follow the instructions carefully.

If anything doesn't feel right or you have any questions, simply reply to this message or call us on {{5}}.

Wishing you a comfortable and speedy recovery.

Team {{6}}
Dr. {{7}}","[4,1,2,5,3,1,2]"
MKT-L11-002,mkt_l11_google_review_v1,Library 11,Google Review & SmileCare Family Benefits,Reputation Management,All Treatments,NA,5–7 Days After Treatment,Day 7,None,Blank,"Your experience could help someone else make the right decision for their smile.

Hi {{4}},

We hope you are recovering well and had a comfortable experience at {{1}}.

If you have a minute, we'd truly appreciate it if you could share your honest experience on Google. Your feedback helps other patients make informed decisions and motivates our team to continue providing the highest standard of care.

As a token of appreciation, we'll enrol you in our SmileCare Family Benefits program, which includes complimentary dental consultations for you and up to 4 immediate family members for the next 3 months.

Share your experience here: {{18}}

Thank you once again for your trust and support.

Team {{1}}
Dr. {{2}}",URL,{{18}},None,NA,"{{1}}, {{2}}, {{4}}, {{18}}",Encourage authentic Google reviews while rewarding patient engagement through a branded family benefit.,"Never ask for a positive review—always ask for an honest experience. Mention SmileCare Family Benefits exactly once. If the clinic doesn't offer the benefit, use an alternative template.","The benefit is unlocked after the patient submits a Google review, irrespective of its sentiment. Clinic staff should verify submission before activating the benefit.",,,"Your experience could help someone else make the right decision for their smile.

Hi {{1}},

We hope you are recovering well and had a comfortable experience at {{2}}.

If you have a minute, we'd truly appreciate it if you could share your honest experience on Google. Your feedback helps other patients make informed decisions and motivates our team to continue providing the highest standard of care.

As a token of appreciation, we'll enrol you in our SmileCare Family Benefits program, which includes complimentary dental consultations for you and up to 4 immediate family members for the next 3 months.

Share your experience here: {{3}}

Thank you once again for your trust and support.

Team {{4}}
Dr. {{5}}","[4,1,18,1,2]"
MKT-L11-003,mkt_l11_nps_v1,Library 11,Patient Feedback & Benefit Extension,Patient Experience,All Treatments,NA,2–3 Days After Review Request,Day 10,None,Blank,"Every suggestion helps us care for every patient a little better.

Hi {{4}},

Thank you once again for choosing {{1}}.

We would be grateful if you could spare a minute to complete our short patient feedback survey. Your feedback helps us improve the experience we provide to every patient.

If you've already shared your Google experience, completing this survey will extend your SmileCare Family Benefits from 3 months to 6 months, covering you and up to 4 immediate family members.

Share your feedback here: {{19}}

Thank you for helping us improve every day.

Team {{1}}
Dr. {{2}}",URL,{{19}},None,NA,"{{1}}, {{2}}, {{4}}, {{19}}",Collect actionable patient feedback while encouraging completion through a benefit extension.,Mention the benefit extension only if the Google review request has already been sent. Never imply that positive feedback is required. Keep the survey request short and appreciation-focused.,Automation should extend the SmileCare Family Benefits only after both actions (Google review submission and NPS completion) are completed.,,,"Every suggestion helps us care for every patient a little better.

Hi {{1}},

Thank you once again for choosing {{2}}.

We would be grateful if you could spare a minute to complete our short patient feedback survey. Your feedback helps us improve the experience we provide to every patient.

If you've already shared your Google experience, completing this survey will extend your SmileCare Family Benefits from 3 months to 6 months, covering you and up to 4 immediate family members.

Share your feedback here: {{3}}

Thank you for helping us improve every day.

Team {{4}}
Dr. {{5}}","[4,1,19,1,2]"
MKT-L12-001,mkt_l12_smile_fact_v1,Library 12,Smile Fact – Saliva,Patient Engagement,All Patients,NA,2 Months After Last Interaction,Month 2,None,Blank,"🦷 Smile Fact: Your saliva repairs your teeth every day, but only to a certain limit.

Hi {{4}},

Your saliva is constantly working to protect your teeth by repairing the earliest microscopic damage caused by acids from food and drinks.

However, once that damage progresses beyond a certain point, your teeth can't repair themselves naturally.

That's why maintaining good oral hygiene every day plays such an important role in keeping your smile healthy.

Small daily habits often make the biggest difference over time.

Team {{1}}
Dr. {{2}}",None,Blank,None,NA,"{{1}}, {{2}}, {{4}}",Deliver interesting oral health facts that keep the clinic top of mind without promoting appointments.,Educational only. No CTA.,First engagement message after treatment.,,,"🦷 Smile Fact: Your saliva repairs your teeth every day, but only to a certain limit.

Hi {{1}},

Your saliva is constantly working to protect your teeth by repairing the earliest microscopic damage caused by acids from food and drinks.

However, once that damage progresses beyond a certain point, your teeth can't repair themselves naturally.

That's why maintaining good oral hygiene every day plays such an important role in keeping your smile healthy.

Small daily habits often make the biggest difference over time.

Team {{2}}
Dr. {{3}}","[4,1,2]"
